Euclid_ID_x,DES_ID_x,right_ascension,declination,kron_radius,flux_detection_total,agn_no,agn_yes,asymmetry,asymmetry_err,bar_no,bar_strong,bar_weak,basic_download_data_oid,bulge_size_dominant,bulge_size_large,bulge_size_moderate,bulge_size_none,bulge_size_small,clump_count_above_threshold,clump_count_any_threshold,clump_count_unusual_above_threshold,clump_count_unusual_any_threshold,disk_edge_on_no,disk_edge_on_yes,disk_sersic_angle,disk_sersic_angle_err,disk_sersic_disk_axis_ratio,disk_sersic_disk_axis_ratio_err,disk_sersic_disk_radius,disk_sersic_disk_radius_err,disk_sersic_duration,disk_sersic_flags,disk_sersic_iterations,disk_sersic_reduced_chi2,disk_sersic_sersic_axis_ratio,disk_sersic_sersic_axis_ratio_err,disk_sersic_sersic_index,disk_sersic_sersic_index_err,disk_sersic_sersic_radius,disk_sersic_sersic_radius_err,dwarf_no,dwarf_yes,edge_on_bulge_boxy,edge_on_bulge_none,edge_on_bulge_rounded,etg_or_ltg,has_spiral_arms_no,has_spiral_arms_yes,how_rounded_cigar_shaped,how_rounded_completely,how_rounded_in_between,lopsided_no,lopsided_yes,major_merger,major_merger_stage,major_merger_stage_probability,major_merger_stage_uncertainty,major_merger_uncertainty,merging_major_disturbance,merging_merger,merging_minor_disturbance,merging_none,object_id,peculiar_no,peculiar_yes,ring_no,ring_yes,sersic_angle,sersic_angle_err,sersic_ext_duration,sersic_ext_flags,sersic_ext_iterations,sersic_ext_reduced_chi2,sersic_sersic_nir_axis_ratio,sersic_sersic_nir_axis_ratio_err,sersic_sersic_nir_index,sersic_sersic_nir_index_err,sersic_sersic_nir_radius,sersic_sersic_nir_radius_err,sersic_sersic_vis_axis_ratio,sersic_sersic_vis_axis_ratio_err,sersic_sersic_vis_index,sersic_sersic_vis_index_err,sersic_sersic_vis_radius,sersic_sersic_vis_radius_err,sersic_visnir_duration,sersic_visnir_flags,sersic_visnir_iterations,sersic_visnir_reduced_chi2,smooth_or_featured_artifact_star_zoom,smooth_or_featured_featured_or_disk,smooth_or_featured_smooth,spiral_arm_count_1,spiral_arm_count_2,spiral_arm_count_3,spiral_arm_count_4,spiral_arm_count_cant_tell,spiral_arm_count_more_than_4,spiral_winding_loose,spiral_winding_medium,spiral_winding_tight,to_be_published,t_type,gini,gini_err,moment_20,moment_20_err,concentration,concentration_err,smoothness,smoothness_err,HOST_RA,HOST_DEC
-532257415282400330,"1,262,232",53.22574151940563,-28.240033065121686,38.96039962768555,7.41584587097168,,,0.25491732358932495,6.77934949635528E-5,,,,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-532257415282400330,,,,,-68.23918914794922,0.16859276592731476,0.5136082768440247,0,41,0.13276906311511993,0.34892845153808594,0.008773579262197018,1.0287702083587646,0.049540143460035324,0.6720278263092041,0.009169322438538074,0.2958751320838928,0.002950006164610386,1.027427077293396,0.0198757853358984,0.6445221304893494,0.004654926713556051,0.7156575918197632,0,53,0.21258774399757385,,,,,,,,,,,,,1,,0.6833914518356323,,-1.6449826955795288,0.7585777044296265,2.749492883682251,0.37928885221481323,0.22054587304592133,0.022772647440433502,53.225716,-28.239973
-536374712295111723,"1,366,436",53.637471233151466,-29.511172333887323,17.64224624633789,1.220749855041504,,,0.5477613210678101,2.8148945420980453E-4,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-536374712295111723,,,,,-36.795345306396484,2.112793207168579,0.3744521737098694,0,36,0.06410277634859085,0.7500070929527283,0.052130378782749176,2.225785255432129,0.4456688165664673,0.3789670169353485,0.034752681851387024,0.6895701289176941,0.02078700065612793,1.5883262157440186,0.09586846083402634,0.22248496115207672,0.00597422244027257,0.7931602001190186,0,88,0.20204439759254456,,,,,,,,,,,,,1,,0.6999276280403137,,-2.0252482891082764,1.5904980897903442,3.0268256664276123,0.7952490448951721,0.15466922521591187,0.05081605911254883,53.637478,-29.511131
-536741865295643421,"1,254,000",53.67418652877325,-29.564342180201297,58.21758270263672,18.500425338745117,,,0.19977357983589172,3.75998170056846E-5,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-536741865295643421,,,,,-37.90725326538086,0.3975706994533539,0.6120812296867371,0,36,0.08903525024652481,0.697115421295166,0.005165700800716877,1.3297090530395508,0.020708788186311722,0.9808478355407715,0.007256916258484125,0.7075367569923401,0.004715609364211559,1.1332287788391113,0.014986816793680191,1.1178770065307617,0.007796951569616795,2.0326907634735107,0,100,0.5337874293327332,,,,,,,,,,,,,1,,0.6229767799377441,,-1.9644232988357544,0.5440567135810852,2.7968950271606445,0.2720283567905426,0.1577758491039276,0.011704526841640472,53.674152,-29.564306
-534715691293795974,"1,291,842",53.47156914968304,-29.379597419894335,33.56288528442383,5.765925407409668,,,0.23299187421798706,7.710636418778449E-5,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-534715691293795974,,,,,15.401579856872559,0.4019356369972229,0.9417486190795898,0,73,0.06862419098615646,0.5709835886955261,0.010272268205881119,1.0675244331359863,0.04294043406844139,0.5836896300315857,0.0074625504203140736,0.5781891345977783,0.005582673009485006,0.78618985414505,0.015215081162750721,0.5369592308998108,0.003958047833293676,1.9617682695388794,0,145,0.23776184022426605,,,,,,,,,,,,,1,,0.6868624687194824,,-1.7851554155349731,0.8426535725593567,2.71553897857666,0.42132678627967834,0.1609504073858261,0.020746786147356033,53.471504,-29.37956
-529462058278475857,"1,250,803",52.946205824516504,-27.84758576857426,21.043962478637695,1.8888846635818481,,,0.2291267067193985,2.3560275440104306E-4,,,,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-529462058278475857,,,,,-48.30168151855469,1.108755350112915,0.9338274002075195,0,94,0.07252153009176254,0.5705496072769165,0.018798602744936943,4.641782760620117,0.6021034717559814,0.8750335574150085,0.13159111142158508,0.48973557353019714,0.02106727845966816,1.3372300863265991,0.11656861007213593,0.37609797716140747,0.015017896890640259,1.84706711769104,0,186,0.3064611256122589,,,,,,,,,,,,,1,,0.6151124238967896,,-1.695128083229065,1.3053276538848877,2.670851230621338,0.6526638269424438,0.1655661016702652,0.04944206029176712,52.946404,-27.84753
-537408566286269137,"1,297,318",53.74085660542003,-28.626913733774604,46.84083557128906,35.543643951416016,,,0.3113633692264557,1.8048500351142138E-5,31.73484230041504,2.7492918968200684,7.624078750610352,258,7.6203413009643555,17.578758239746094,29.844770431518555,26.938838958740234,17.1165714263916,,,,,85.87002563476562,1.339236855506897,,,,,,,,,,,,,,,,,,,25.228424072265625,22.36894416809082,47.91054153442383,,75.8036117553711,17.7572021484375,1.0576674938201904,,27.074016571044922,,,,,,,,9.91534423828125,5.763904094696045,25.03019905090332,69.22858428955078,-537408566286269137,,,,,-10.519636154174805,0.32689976692199707,0.7735311985015869,0,31,0.10849801450967789,0.8203277587890625,0.004846417810767889,1.3383575677871704,0.01632942631840706,0.7096104025840759,0.0035493525210767984,0.7658395767211914,0.0026108890306204557,1.0784255266189575,0.007251174654811621,0.7116367220878601,0.0021030004136264324,1.7999176979064941,0,64,0.5665209889411926,,59.70455551147461,41.38584518432617,14.893905639648438,19.22532081604004,7.230526924133301,3.8514890670776367,55.792057037353516,4.010380268096924,16.88343048095703,24.27190399169922,40.19023132324219,1,,0.5874220728874207,,-1.587414026260376,0.7201464176177979,2.7994422912597656,0.3600732088088989,0.1534603089094162,0.007104034535586834,53.740826,-28.626862
-527121879282135682,"1,560,099",52.71218795088311,-28.213568214183887,60.56789779663086,14.69445514678955,,,0.6952197551727295,4.289066055207513E-5,,,,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-527121879282135682,,,,,76.66615295410156,0.25372105836868286,1.000783085823059,0,66,0.4245705008506775,0.36991921067237854,0.0045425198040902615,0.30000001192092896,1.045943621588855E-18,1.2111523151397705,0.00770878279581666,0.35226091742515564,0.006748560816049576,0.30000877380371094,8.4971688920632E-4,1.248199224472046,0.016746101900935173,2.21457576751709,0,130,2.0489320755004883,,,,,,,,,,,,,1,,0.6756420135498047,,-0.882684051990509,0.39843738079071045,1.9001349210739136,0.19921869039535522,0.3490734100341797,0.018686730414628983,52.712143,-28.213511
-532210123280315272,"1,652,139",53.221012336188906,-28.031527228889452,67.38026428222656,9.683523178100586,,,0.36136168241500854,6.170821870910004E-5,,,,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-532210123280315272,,,,,4.17666482925415,0.0901457890868187,0.7792797088623047,0,43,0.06862868368625641,0.4200834035873413,0.0033584320917725563,2.8782575130462646,0.05107010528445244,1.1086653470993042,0.013695667497813702,0.32568585872650146,0.004367417190223932,2.1772525310516357,0.05541327968239784,1.614446997642517,0.040884532034397125,1.5103286504745483,0,80,0.22428429126739502,,,,,,,,,,,,,1,,0.7914323806762695,,-1.7588105201721191,0.436490535736084,3.3118135929107666,0.218245267868042,0.3460184931755066,0.021524112671613693,53.220966,-28.031462
-527318625281252594,"1,339,227",52.73186259748108,-28.125259408667564,21.750438690185547,5.542181968688965,,,0.17879831790924072,1.0006967204390094E-4,,,,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-527318625281252594,,,,,-24.285663604736328,0.7418785691261292,0.3790341019630432,0,32,0.08644980192184448,0.7539346218109131,0.011387675069272518,0.3000003397464752,5.3480933274840936E-5,0.29773369431495667,0.0027272263541817665,0.6394171118736267,0.008872846141457558,2.450002670288086,0.06800773739814758,0.2602387070655823,0.003878147341310978,0.811229944229126,0,76,0.3207022249698639,,,,,,,,,,,,,1,,0.5992857217788696,,-1.945683479309082,1.5170116424560547,3.389969825744629,0.7585058212280273,0.123239666223526,0.024242494255304337,52.731831,-28.125206
-519790213285648287,"1,343,759",51.97902139941475,-28.56482878881283,33.395145416259766,6.338531494140625,,,0.2727363705635071,7.995819760253653E-5,,,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-519790213285648287,,,,,-36.61384582519531,0.6955083012580872,0.7061953544616699,0,32,0.0833619087934494,0.7642019987106323,0.01384594477713108,1.6464253664016724,0.06748323142528534,0.6301017999649048,0.012311460450291634,0.6868726015090942,0.006744914688169956,0.922069787979126,0.017343904823064804,0.6001706123352051,0.005119438283145428,0.7976070046424866,0,51,0.2689390480518341,,,,,,,,,,,,,1,,0.5842759609222412,,-1.6440595388412476,0.8779072165489197,2.5221214294433594,0.43895360827445984,0.1406666487455368,0.02114599011838436,51.978951,-28.5648
